date_of_extract,organisation_number,registered_charity_number,linked_charity_number,charity_name,charity_type,charity_registration_status,date_of_registration,date_of_removal,charity_reporting_status,latest_acc_fin_period_start_date,latest_acc_fin_period_end_date,latest_income,latest_expenditure,charity_contact_address1,charity_contact_address2,charity_contact_address3,charity_contact_address4,charity_contact_address5,charity_contact_postcode,charity_contact_phone,charity_contact_email,charity_contact_web,charity_company_registration_number,charity_insolvent,charity_in_administration,charity_previously_excepted,charity_is_cdf_or_cif,charity_is_cio,cio_is_dissolved,date_cio_dissolution_notice,charity_activities,charity_gift_aid,charity_has_land
2026-04-24,5015928,1140824,0,HOPE FOR PAKISTAN,Other,Registered,2011-03-17,,Submission Received,2024-08-01,2025-07-31,68725.0,64744.0,232 Bredhurst Road,GILLINGHAM,Kent,,,ME8 0RG,07840065558,info@hopeforpakistan.net,www.hopeforpakistan.net,,false,false,false,,false,false,,"Working to alleviate poverty and suffering by providing medical, humanitarian and financial assistance to the needy.",true,false
2026-04-24,5015959,1140957,0,CHARLES DICKENS CENTRE (GAD'S HILL) LIMITED,Charitable company,Registered,2011-03-17,,Submission Received,2023-09-01,2024-08-31,1944.0,672.0,Gad's Hill School,Gads Hill Place,"Gravesend Road,Higham",ROCHESTER,Kent,ME3 7PA,01474822366,information@gadshillplace.com,www.gadshillplace.com,07391645,false,false,false,,false,false,,"To raise funds to conserve and restore Gad's Hill Place to reflect how it was at the time Charles Dickens owned and lived here.  To open Gad's Hill Place as a museum for the general public, and impart information to about the life of Charles Dickens.  To commerate memorable events in Charles Dickens life at Gad's Hill Place.  To work with Gravesham and Medway council in promoting Charles Dickens",false,false
2026-04-24,5016022,1141384,0,MEDWAY STREET PASTORS,Other,Registered,2011-04-01,,Submission Received,2024-10-01,2025-09-30,603.0,1004.0,THE VINES UNITED REFORMED CHURCH,THE TERRACE,ROCHESTER,,,ME1 1XN,07811020075,medway@streetpastors.org.uk,www.streetpastors.co.uk,,false,false,false,,false,false,,To advance the Christian faith and to releive sickness and financial hardship.,false,false
2026-04-24,5016735,1141709,0,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST MARK, GILLINGHAM",Previously excepted,Registered,2011-05-04,,Submission Received,2024-01-01,2024-12-31,339641.0,422469.0,98 Rainham Road,CHATHAM,,,,ME5 7EL,01634855792,vickyalle@gmail.com,www.stmarksgillingham.org,,false,false,true,,false,false,,"The operation and management of two Anglican Churches within the Parish, this includes the operation of a church sponsored Pre-school.",true,false
2026-04-24,5017796,1142272,0,SUSSEX CLUBS FOR YOUNG PEOPLE LIMITED,Charitable company,Registered,2011-06-06,,Suppressed,2021-04-01,2022-03-31,730529.0,631026.0,KRESTON REEVES,MONTAGUE PLACE,QUAYSIDE,CHATHAM MARITIME,CHATHAM,ME4 4QU, 01634899813, AMBER.MAPLEY@KRESTONREEVES.COM,HTTPS://WWW.KRESTONREEVES.COM,06938548,false,true,false,,false,false,,"We are an umbrella organisation for youth organisations in East and West Sussex and Brighton & Hove.  Established for over 80 years, we are committed to developing a vibrant grassroots led voluntary and community youth sector, which involves, empowers and meets the needs of young people in Sussex. We currently support 148 member organisations and directly deliver 43 weekly youth activities.",false,true
2026-04-24,5018379,1143354,0,KENT PENTECOSTAL CHURCH,Other,Registered,2011-08-15,,Submission Received,2023-08-16,2024-08-15,97507.0,59920.0,38 Rochester Crescent,Hoo,Rochester,,,ME3 9JH,01634789456,kentchurch07@gmail.com,,,false,false,false,,false,false,,Spreading Gospel around world.,false,true
2026-04-24,5018470,1146446,0,CET-C FOR WOMEN,Charitable company,Registered,2012-03-19,,Submission Received,2024-04-01,2025-03-31,47947.0,52695.0,13 Knights Templar Way,ROCHESTER,,,,ME2 2ZE,01634305996,info@cet-c4women.com,www.cet-c4women.co.uk,06290483,false,false,false,,false,false,,"CET-c for Women, based in London is serving England and Wales, and as required, extends services to other nations by activities  including: 1. Mission outreaches in advancing the Christian faith2. Promoting the understanding of marital harmony and parenting skills3. Educating the public in personal and collective family financial management 4. Promoting family health and social investment",true,false
2026-04-24,5022481,1146485,0,MEDWAY WATERSPORTS TRUST LIMITED,Charitable company,Registered,2012-03-21,,Submission Received,2024-04-01,2025-03-31,33440.0,30632.0,Medway Watersports Trust Ltd,Strand Approach Road,GILLINGHAM,,,ME7 1TT,01634582100,sails@medwaywatersports.co.uk,www.medwaywaterpsorts.co.uk,07222523,false,false,false,,false,false,,"Provision of water sports, including sailing, canoeing and kayaking and other outdoor activities for the local community, and especially schools and youth organisations, through access to the River Medway at The Strand, Gillingham, Kent.",true,false
2026-04-24,5022946,1144612,0,LIFE CONNECTION CENTRE,Trust,Registered,2011-11-10,,Submission Received,2023-11-01,2024-10-31,11998.0,10658.0,23A,Carpenters Close,Rochester,,,ME1 2QH,07817370730,info@theincorruptibleword.org.uk,www.theincorruptibleword.org.uk,05580803,false,false,false,,false,false,,"We encourage individuals to aspire in all areas of their lives through seminars provided free.We support and encourage family unionWe hold couples Dinner once a year for married couples (Annually).Village / Town Conferences.We hold seminars, conferences and conventions (Annually and Bi-monthly. As the need arises), for men, women (married or single)., youths and teens, widows as well.",false,false
2026-04-24,5023004,1144347,0,TAKE HEART MERCY MISSION,Charitable company,Registered,2011-10-19,,Submission Received Late,2024-06-01,2025-05-31,53294.0,44448.0,Gillingham Football Club,Priestfield Stadium,Priestfield Road,Gillingham,,ME7 4DD,01634300000,dwood@priestfield.com,http://www.takeheartmercymission.com/,07808704,false,false,false,,false,false,,"The Charity was developed and launched by its three trustees Gillingham FC Chairman Paul Scally, The Evelina Children?s Hospital?s Paediatric Heart Surgeon Dr Conal Austin and Paediatric Cardiology Consultant Dr John Simpson in 2012The newly formed charity encompasses the work of Mercy Mission which was started in 2001, and acquired charity status in 2005.",true,false
2026-04-24,5023918,1146450,0,LIFE NEUMA CHURCH,Other,Registered,2017-11-06,,Submission Received,2024-01-08,2025-01-07,1000.0,983.0,86 High Street,CHATHAM,Kent,,,ME4 4DS,0204-5292626,,,,false,false,false,,false,false,,"GENERAL ACTIVITIES  PURPOSES ? EDUCATION / TRAINING ? THE ADVANCEMENT OF HEALTH OR SAVING OF LIVES ? THE PREVENTION OR RELIEF OF POVERTY ? OVERSEAS AID / FAMINE RELIEF ? ACCOMMODATION / HOUSING ? CULTURAL ACTIVITIES, ARTS / CULTURE  &  SOCIAL EDUCATION/ HERITAGE / SCIENCE ? ECONOMIC / COMMUNITY DEVELOPMENT / EMPLOYMENT ? HUMAN RIGHTS / RACIAL HARMONY / EQUALITY OR DIVE",false,false
2026-04-24,5024616,1145540,0,MEDWAY CARES,Charitable company,Registered,2012-01-19,,Submission Received,2024-04-01,2025-03-31,16486.0,15286.0,M C H House,Bailey Drive,Gillingham Business Park,Gillingham,,ME8 0PZ,01634337593,louise.parker4@nhs.net,,07807784,false,false,false,,false,false,,"The charity was set up to- promote and protect the physical and mental health of the public through financial assistance, support, education and practical advice;-  relieve poverty and other need, in particular by reason of youth, age, ill health, disability, financial hardship or other disadvantage.Since its inception the charity has operated as a grant making body.",true,false
2026-04-24,5024687,1145356,0,THE REDEEMED CHRISTIAN CHURCH OF GOD ARK OF GOD PARISH,Trust,Registered,2012-01-10,,Submission Received,2023-07-01,2024-06-30,46560.0,48111.0,53 Harold Avenue,GILLINGHAM,Kent,,,ME7 2JH,07533196162,admin@rccgarkofgod.co.uk,https://www.rccgarkofgod.co.uk,,false,false,false,,false,false,,1. The advancement of the Christian faith worldwide in accordance with the doctrines set out in the Statement of Faith contained in the Schedule2. The relief of poverty,true,false
2026-04-24,5024688,1145835,0,RCCG COVENANT PRAISE CENTRE,Charitable company,Registered,2012-02-09,,Submission Received,2023-08-01,2024-07-31,6770.0,5992.0,Avenue Business Centre,17 New Road Avenue,CHATHAM,,,ME4 6BA,01634406094,admin@rccgcpc.co.uk,www.rccgcpc.co.uk,07722396,false,false,false,,false,false,,Organizing weekly activities to teach members the Christian life style and ensuring constant follow up occurs to build up the charity,true,false
2026-04-24,5025724,1146132,0,THE REDEEMED CHRISTIAN CHURCH OF GOD - PRAISE CITY,Trust,Registered,2012-02-28,,Submission Received,2024-01-01,2024-12-31,108436.0,110568.0,36 Louisville Avenue,GILLINGHAM,Kent,,,ME7 4EJ,07886860811,FINANCE@RCCGPRAISECITY.COM,www.rccgpraisecity.com,,false,false,false,,false,false,,The principal objectives of the charity as set out in the Declaration of Trust are the advancement of the Christian faith worldwide and the relief of poverty.This was achieved by making donations to RCCG Head Quarters for the World wide Evangelicalmission and Festival Of Life. Donations were also made to support other charities and christian events.,true,false
2026-04-24,5028708,1149886,0,St Joseph's Convent Secondary School Ex Pupil's Association,Other,Registered,2012-11-23,,Submission Received Late,2023-07-01,2024-06-30,46978.0,31776.0,71 Sycamore Road,ROCHESTER,Kent,,,ME2 2PH,07960746622,sjss_uk@yahoo.co.uk,http://sjssexpupilsuk.co.uk/,,false,false,false,,false,false,,"The charity supports a secondary school in Sierra Leone, that provides education for girls. The charity is made up of ex pupils of the school and this is one way of giving back.We have provided books, essential tables and chairs, replaced toilets and rewired buildings as examples. Currently, we are raising funds to re-roof a main building and construct extra classrooms.",false,false
2026-04-24,5028739,1147328,0,CORNERSTONE CITY CHURCH,Charitable company,Registered,2012-05-18,,Submission Received,2024-01-01,2024-12-31,513687.0,512701.0,THE JASPER CENTRE,JASPER AVENUE,ROCHESTER,KENT,,ME1 2LD,01634322878,office@cornerstonecity.co.uk,www.cornerstonecity.co.uk,07963955,false,false,false,,false,false,,"Medway Family Church Trust is a Christian Charity. Primary activities are Sunday worship,evangelism, children's teaching groups, work in the community including mother and toddlersgroups, fellowship groups, elderly persons meeting group, youth group, marriageencouragement courses and others as noted in the Annual Report.",true,true
2026-04-24,5029897,1149195,0,BEULAH CHRISTIAN FELLOWSHIP,Charitable company,Registered,2012-10-03,,Submission Received,2024-03-01,2025-02-28,8022.0,6665.0,Beulah Christian Fellowship,204 Napier Road,GILLINGHAM,,,ME7 4HL ,01634856850,beulahcf@btconnect.com,www.beulahcf.org.uk,08128851,false,false,false,,false,false,,We are a small independent Pentecostal Church whose main focus is the worship of and learning about our Lord and Saviour Jesus Christ as we seek to develop as Christians both individually and corporately as a congregation.,true,true
2026-04-24,5030434,1148899,0,KICC THE LIGHTHOUSE,Charitable company,Registered,2012-09-10,,Submission Received,2023-08-01,2024-07-31,64257.0,42647.0,KICC PRAYER CITY,BUCKMORE PARK,MAIDSTONE ROAD,CHATHAM,KENT,ME5 9QG ,02085250000,admin@KICC.org.uk,www.kicc.org.uk,08140761,false,false,false,,false,false,,Advancement of the Christian religion.  The furtherance of the charitable work of the charity by the advancement of such other charitable purposes as the Trustees shall from time to time decide.,false,false
2026-04-24,5030718,1150716,0,FOUNDATIONS: SUPPORTING FAMILIES,Charitable company,Registered,2013-02-06,,Submission Received,2023-09-01,2024-08-31,219906.0,175580.0,Foundations Supporting Families,18 New Road Avenue,CHATHAM,Kent,,ME4 6BA,01634829558,reception@foundationskent.uk,www.foundationskent.uk,08174051,false,false,false,,false,false,,We support families through separation and divorce to reduce trauma that this can have on them and children involved. We offer a number of services supported and supervised contact (where there is a risk). Support groups for adults and children to assist them in moving forward positively. We also support children and families maintain or renew contact when they are separated through adoption.,false,true
2026-04-24,5030860,1149070,0,GILLINGHAM WINTER SPORTS CLUB,Charitable company,Registered,2012-09-24,,Submission Double Default,2020-07-01,2021-12-31,489840.0,490068.0,The Ice Bowl,Ambley Road,Gillingham Business Park,Gillingham,,ME8 0PU,01634388477,gillingham@wintersports.org.uk,,07718838,false,false,false,,false,false,,"Activities  includes programmes in the following areas; schools, disability, amateur sport, health, social inclusion, women and girls and volunteer programmes. Programmes, consist of three core activities - education, suitable physical activity and social inclusion.",false,false
2026-04-24,5031165,1149373,0,"REDEEMED CHRISTIAN CHURCH OF GOD, CITY OF DAVID NEW CROSS",Trust,Registered,2012-10-18,,Submission Received,2023-11-01,2024-10-31,20000.0,18521.0,24 Mark Street,Chatham,,,,ME4 5PF,07737239064,cityofdavidnewcross@yahoo.co.uk,,,false,false,false,,false,false,,PREACHING THE GOSPEL OF JESUS CHRIST AND RELIEVE OF POVERTY,false,false
2026-04-24,5031715,1149127,0,TRINITY BAPTIST CHURCH DALSTON,Trust,Registered,2012-09-27,,Submission Received Late,2024-05-01,2025-04-30,24810.0,23707.0,33A Flat 1,Luton High Street,Chatham,,Kent,ME5 7LE,07415115861,,,,false,false,false,,false,false,,"Advancement of Christian Religion through Church Services, Seminars, Media and other related events.",false,false
2026-04-24,5032002,1155857,0,WISDOM HOSPICE SUPPORT,Charitable company,Registered,2014-02-19,,Submission Received,2024-04-01,2025-03-31,671776.0,618456.0,Medway P C T,Wisdom Hospice,High Bank,Rochester,,ME1 2NU,01634831163,info@fowh.org.uk,,08130595,false,false,false,,false,false,,The relief of sickness by the provision of funds to support the hospice care provided by The Friends of the Wisdom Hospice Limited,true,true
2026-04-24,5032261,1149618,0,BREDHURST WOODLAND ACTION GROUP,Charitable company,Registered,2012-11-05,,Submission Received,2024-04-01,2025-03-31,5254.0,7165.0,ENGLEFIELD,DUNN STREET ROAD,BREDHURST,GILLINGHAM,,ME7 3LY,01634372695,,www.bwag.org.uk,08253717,false,false,false,,false,false,,"Woodland management and conservation of Bredhurst Hurst, Kent",true,true
2026-04-24,5032470,1150625,0,INSTITUTE OF DEMOLITION ENGINEERS,Charitable company,Registered,2013-01-30,,Submission Received,2024-05-01,2025-04-30,189384.0,199324.0,Institute of Demolition Engineers,Office 2 Innovation Studios Medway,1044 Canal Road,Rochester,Kent,ME2 4DT,01634790548,info@ide.org.uk,www.ide.org.uk,08087902,false,false,false,,false,false,,The Institute of Demolition Engineers (IDE) exists to promote and foster the science of demolition engineering.The main objectives include the:Promotion of use of more efficient techniques in the industry;Encouragement of safer methods of working;Provision of a qualifying body for the industry.,false,true
2026-04-24,5033800,1150276,0,NURSING MEMORIAL APPEAL,Trust,Registered,2012-12-21,,Submission Received,2024-09-21,2025-09-20,3942.0,2989.0,18 Westerly Way,St. Marys Island,CHATHAM,Kent,,ME4 3AA,01634 308350,sonjacurtis@virginmedia.com,www.nursingmemorialappeal.org.uk,,false,false,false,,false,false,,"The charity seeks to enhance awareness of the role of VAD nurses who gave their lives during both World Wars, and to advance the education of nurses today.  Activities include establishing a public memorial (at the National Memorial Arboretum); creating a roll of honour (on the charity's website); educating the public; supporting the education of nurses through individual study grants.",true,false
2026-04-24,5034159,1151138,0,ASSOCIATION OF THE BULGARIAN COMMUNITY IN MEDWAY (ABCIM),Other,Registered,2013-03-07,,Submission Received,2024-01-01,2024-12-31,82681.0,76831.0,3 The Terrace,ROCHESTER,Kent,,,ME1 1XN,01634407992,bgcommunitymedway@yahoo.co.uk,www.abcim.org.uk,,false,false,false,,false,false,,Provision of English as a Second Language classes for adults; running a Bulgarian school for children providing education in Bulgarian Language and History. Running dance classes for adults and children. Organising the celebration of national holidays. Presentations at local schools  on Bulgarian culture. Supporting the local Bulgarian Orthodox Church.,false,false
2026-04-24,5035373,1151599,0,WATERFORD HOUSE EVANGELICAL FREE CHURCH,Other,Registered,2013-04-11,,Submission Received,2024-01-01,2024-12-31,95679.0,86321.0,33 Northcote Road,ROCHESTER,Kent,,,ME2 2DH,07722547449,russell.weller@hotmail.co.uk,www.whefc.co.uk,,false,false,false,,false,false,,"Maintaining a building at 101 Rede Court Road Strood for pubic worship and other activities.Employing a pastor to lead public worship and provide pastoral care.Providing opportunity for public worship at two services each Sunday and for Bible study and prayer on Tuesday.Providing meetings for men, women, young people and children to learn of biblical Christianity.Supporting other charities",true,true
2026-04-24,5035386,1151481,0,WISDOM SANCTUARY LIMITED,Charitable company,Registered,2013-04-02,,Submission Received,2024-07-01,2025-06-30,56077.0,81664.0,7 Avery Way,Allhallows,ROCHESTER,,,ME3 9PX,01634270193,wisdomsanctuary@yahoo.co.uk,wisdomsanctuary.co.uk,08121715,false,false,false,,false,false,,"All Wisdom Sanctuary Limited activities are available to Christians and non-Christians, regular and non-regular alike; with no bar to attendance. We have attracted the wider community to Wisdom Sanctuary Limited worship services, celebrating Christian festival including Easter, Christmas and New Year eve?s services.",true,false
2026-04-24,5035532,1152578,0,STRONG TOWER CHAPEL,Charitable company,Registered,2013-06-25,,Submission Received,2023-12-01,2024-11-30,3500.0,3250.0,17 Ryde Close,CHATHAM,,,,ME5 7QH,07947257620,towerhousefornations@gmail.com,strongtowerchaper.org,07862966,false,false,false,,false,false,,"The main activity of the charity is the propagation the of the Christian faith through the establishment and maintenance of Christian worship service which entails evangelism, visitation and charitable activities aimed at dispensing the love of Christ.",false,false
2026-04-24,5036000,1151129,0,KENT GATEWAY INITIATIVE,Trust,Registered,2013-03-07,,Submission Double Default,2020-02-01,2021-01-31,0.0,0.0,"AWAKENING, Commissioner's Office",Commissioners Road,Strood,ROCHESTER,Kent,ME2 4EB,01634780410,kentchristianradio@gmail.com,www.kentchristianradio.org,09529790,false,false,false,,false,false,,"The advancement of the Christian faith principally in the Medway towns area and other charitable purposes that the Trustees from time to time determine at local, national and international levels.",false,false
2026-04-24,5036201,1154089,0,TRANSCULTURALVISIONS,CIO,Registered,2013-10-04,,Submission Received Late,2024-04-01,2025-03-31,10054.0,11441.0,134 ROCHESTER STREET,CHATHAM,,,,ME4 6RS,07941370979,admin@transculturalvisions.com,www.transculturalvisions.com,,false,false,false,,true,false,,TransculturalVisions was established as a CIO in Oct 2013. We are a project based organisation raising funds as individual projects are developed. Our activities are developed to:i) advance public appreciation of diverse cultures and cultural heritage;and ii) further understanding about the dynamics that promote positive interethnic relations and a shared sense of national belonging.,false,false
2026-04-24,5036716,1157068,0,AFRICAN CARRIBBEAN DENTAL ASSOCIATION UK,Charitable company,Registered,2014-05-15,,Submission Received,2023-10-01,2024-09-30,6879.0,4263.0,17a New Road Avenue,Chatham,,,,ME4 6BA,08450 509687,info@acda-uk.org,www.acda-uk.org,08676045,false,false,false,,false,false,,"The aim of the Association is the promotion, preservation and protection of oral health amongst ethnic minority groups, especially within the African and Caribbean communities in the UK, and the world at large.",true,false
2026-04-24,5036775,1152477,0,KING'S CHURCH MEDWAY,Charitable company,Registered,2013-06-18,,Submission Received,2024-04-01,2025-03-31,773701.0,694322.0,THE KINGS CHURCH,NEW ROAD AVENUE,CHATHAM,,,ME4 6BB,01634847477,info@kingschurchministries.org,www.kingschurchministries.org,08438643,false,false,false,,false,false,,The advancement of the Christian faith principally in the Medway towns area  and other charitable purposes that the Trustees  from time to time determine,true,true
2026-04-24,5037112,1151666,0,"THE REDEEMED CHRISTIAN CHURCH OF GOD, WINNERS' PAVILION",Charitable company,Registered,2013-04-17,,Submission Received,2024-01-01,2024-12-31,56222.0,35566.0,9 Hagelstowe Avenue,High Halstow,ROCHESTER,Kent,,ME3 8FU,01322333614,rccgwinnerspavilion@gmail.com,,08480171,false,false,false,,false,false,,Advancement of christian religion    Community outreach events.    Provision of welfare support to members.    Provision of support to other charities.    Conferences and Events.,false,false
2026-04-24,5037447,1152201,0,GENDER ACTION UK,CIO,Registered,2013-05-29,,Submission Double Default,,,,,"GENDER ACTION UK,SUITE 5,2ND FLOOR","STIRLING HOUSE,SUNDERLAND QUAY","CULPEPER CLOSE,MEDWAY CITY ESTATE",ROCHESTER,KENT,ME2 4HN,01634723339,,www.gauk.org,,false,false,false,,true,false,,"To inform., educate and support those persons adveresly affected by Gender Identity Disorders and their significant others.",,
2026-04-24,5038094,1152763,0,"THE REDEEMED CHRISTIAN CHURCH OF GOD, JESUS IS LORD ASSEMBLY",Charitable company,Registered,2013-07-08,,Submission Received,2024-06-01,2025-05-31,10149.0,6168.0,18 First Avenue,GILLINGHAM,Kent,,,ME7 2LG,01634576572,rccgjilassembly@aol.com,RCCGJIL.ORG.UK,08532499,false,false,false,,false,false,,To reach out to people about Christian faith with focus within Kent and to relieve persons who are in conditions of need or hardship etc,true,false
2026-04-24,5038362,1157083,0,THE BOOKMARK EDUCATIONAL TRUST LTD,Charitable company,Registered,2014-05-16,,Submission Double Default,2021-04-01,2022-03-31,35840.0,60988.0,15c Rainham Shopping Centre,Rainham,Kent,,,ME8 7HW ,01634365987,thebookmarketl@gmail.com,,08457482,false,false,false,,false,false,,"?To advance the education of the public, in particular but not exclusively young people, the elderly, refugees and asylum seekers by the provision of books and by promoting the use of books as an educational medium.?",false,false
2026-04-24,5038390,1153051,0,PARENTA TRUST,Charitable company,Registered,2013-07-24,,Submission Received,2024-06-01,2025-05-31,0.0,0.0,Parenta,"Stratford House Waterside Court,",Neptune Way Medway City Estate,ROCHESTER,Kent,ME2 4NZ,08445045504,Trust@Parenta.com,www.parentatrust.org,08536610,false,false,false,,false,false,,"Parenta Trust is a UK based charity which raises funds to build schools and nurseries in the third world. Currently, we have commissioned 6 schools in Uganda and are actively rasing money for our next ones.",true,false
2026-04-24,5039109,1155306,0,FAIRWAYS ACCOMMODATION SUPPORT TRUST,Charitable company,Registered,2014-01-13,,Submission Received,2024-05-01,2025-04-30,460411.0,413696.0,99-101 High Street,CHATHAM,Kent,,,ME4 4DL,01634753170,info.fairwaystrust@gmail.com,www.fairwaysaccommodationtrust.org,08493152,false,false,false,,false,false,,"THE RELIEF OF POVERTY AMONGST HOMELESS PERSONS AND COUPLES WHO ARE IN CONDITIONS OF NEED, HARDSHIP AND DISTRESS. IN PARTICULAR BUT NOT EXCLUSIVELY BY:1)PROVIDING HOUSING FACILITIES FOR THE HOMELESS TO ASSIST THEM TO RE-INTEGRATE INTO SOCIETY2)THE PROVISION OF A DAY TIME DROP IN CENTRE3)THE PROVISION OF AN ADVICE, INFORMATION AND SUPPORT SERVICE.4)EMBOWERING SERVICES USERS WITH LIFE SKILLS",false,false
2026-04-24,5040333,1153479,0,CHERISHED WHISPERS LTD,Charitable company,Registered,2013-08-20,,Submission Double Default,2019-11-01,2020-10-31,4260.0,5325.0,54 Princes Avenue,CHATHAM,,,,ME5 8AH,07717695208,cherishedwhispers@hotmail.co.uk,www.cherishedwhispers.co.uk,07829027,false,false,false,,false,false,,"Cherished Whispers is a charity providing memory boxes and support to families who have suffered the loss of a baby in pregnancy, birth or shortly afterwards in Kent.Cherished Whispers aims to raise awareness about the loss of a baby and the impact this has within the family and also work with Health Care Professionals to improve care in this area.",false,false
2026-04-24,5041307,1154670,0,KICC THE SOLUTION CENTRE,Charitable company,Registered,2013-11-20,,Submission Received,2024-10-01,2025-09-30,0.0,0.0,PRAYER CITY,BUCKMORE PARK,MAIDSTONE,CHATHAM,KENT,ME5 9QG,02085250000,admin@KICC.org.uk,www.kicc.org.uk,08694174,false,false,false,,false,false,,Advancement of the Christian religion.  The furtherance of the charitable work of the charity by the advancement of such other charitable purposes as the Trustees shall from time to time decide.,false,false
2026-04-24,5041847,1155096,0,HIS INFLUENCE CHURCH,Other,Registered,2013-12-20,,Submission Received Late,2023-10-01,2024-09-30,35284.0,46773.0,His Influence Church,2C Luton Road,CHATHAM,Kent,,ME4 5AA,07445768080,DIPOCOURAGE@YAHOO.COM,www.hisinfluencechurch.com,,false,false,false,,false,false,,Religious Activities,true,false
2026-04-24,5042271,1158304,0,HUGUENOT HERITAGE CENTRE,Charitable company,Registered,2014-08-20,,Submission Received,2024-04-01,2025-03-31,232351.0,169573.0,HUGUENOT MUSEUM,95 HIGH STREET,ROCHESTER,,,ME1 1LX ,01634789347,info@huguenotmuseum.org,www.huguenotmuseum.org/,08716250,false,false,false,,false,false,,"Operating and developing a Huguenot Heritage Centre [i.e. the Huguenot Museum] at 95 High Street, Rochester, ME1 1LX; promoting interest in, and knowledge of, Huguenot heritage; and holding, managing and conserving Huguenot and Huguenot-related collections and archives and making them publicly available for the purpose of viewing and research and the publication of the results of that research.",true,true
2026-04-24,5043438,1156674,0,ROTARY CLUB OF MEDWAY SUNLIGHT TRUST FUND,Other,Registered,2014-04-14,,Submission Received,2024-07-01,2025-06-30,30276.0,31093.0,67 Broadview Avenue,Gillingham,,,,ME8 9DE,01634374355,trusttreasurer@medwaysunlightrotary.org.uk,www.medwaysunlightrotary.org.uk,,false,false,false,,false,false,,The Trustees shall hold and apply the Trust Fund and all monies received whether from donations bequests deeds of covenant or from any other source upon trust to apply both the capital and income thereof to or for the relief of the poor and needy or such other charitable purposes as the club shall in duly constituted meeting from time to time direct.,true,false
2026-04-24,5043876,1155212,0,GILLINGHAM METHODIST CHURCH,Previously excepted,Registered,2014-01-07,,Submission Received,2023-09-01,2024-08-31,96500.0,106968.0,Gillingham Methodist Church,100 Third Avenue,GILLINGHAM,Kent,,ME7 2LU,01634570694,,Gillinghammethodists.uk,,false,false,true,,false,false,,"Sunday and other acts of worship, including mid-week teaching servicesMeetings for prayer, fellowship, bible study and outreachAn active network of small groups catering for the diverse needs of our communityMembership of, and active engagement in, the North Kent Methodist CircuitConstructive discussion and decision-making by the Church Council",true,false
2026-04-24,5043930,1157517,0,SHARE A STAR,Other,Registered,2014-06-17,,Submission Received,2023-10-10,2024-10-09,100.0,859.0,3 Woodside Green,Cliffe Woods,Rochester,,,ME3 8JZ,01634542500,info@shareastar.org.uk,www.shareastar.org,,false,false,false,,false,false,,"The charity supports children and young adults and their families suffering chronic, life-changing or terminal illness by producing a personalised ""holding star,"" correspondence, Happy Boxes, Superstar surprise boxes, gifts and cards as well as communication with them by phone or email. Through Oakley's Outings we give our members and family a day out.",true,false
2026-04-24,5044561,1156544,0,ST. ANDREW'S PARENT TEACHER ASSOCIATION,Other,Registered,2014-04-07,,Submission Received,2024-02-28,2025-02-27,18023.0,14634.0,24-28 Watts Avenue,Rochester,,,Kent,ME1 1LW,07714091941,sapta.standrews@gmail.com,"",,false,false,false,,false,false,,"Events to raise money include Summer and Christmas Fairs, present sales for Mothers Day, Fathers Day and Christmas. The Charity put on educational events for the children and also buy items that are desirable by the School.",false,false
2026-04-24,5044605,1156619,0,LIGHTHOUSE KIDS PRE-SCHOOL,Other,Registered,2014-04-10,,Submission Double Default,2015-01-01,2015-12-31,52787.0,51696.0,33 St. Andrews Walk,Allhallows,ROCHESTER,,,ME3 9QY ,07590541683,lighthousekids@hotmail.com,,,false,false,false,,false,false,,? Enhance educational development and well being of preschool age children in Hoo and surrounding area,false,false
2026-04-24,5045255,1156232,0,HORSTED SCHOOL PTA,Other,Registered,2014-03-17,,Submission Double Default,2019-09-02,2020-09-01,9253.0,3514.0,Horsted Junior School,Barberry Avenue,CHATHAM,,,ME5 9TF,01634335400,office@horsted-inf.medway.sch.uk,Horstedschool.co.uk,,false,false,false,,false,false,,"To raise funds for use in supporting the enrolled children's educational and social development, through planned fundraising activities and events.",false,false
2026-04-24,5045522,1156790,0,THE SEEING DOGS ALLIANCE,CIO,Registered,2014-04-24,,Submission Received,2024-01-01,2024-12-31,291284.0,117535.0,18 Court Lodge Road,GILLINGHAM,,,,ME7 2QU,01634 572125,info@seeingdogs.org.uk,www.seeingdogs.org.uk,,false,false,false,,true,false,,"The relief of blind and partially sighted people, mainly by training and providing guide dogs known as ""Seeing Dogs"" and training those people instruction in the use, care and control of Seeing Dogs.Breeding, purchasing or otherwise lawfully acquiring dogs of a nature and physique appropriate for training as Seeing Dogs.",true,false
2026-04-24,5049408,1158063,0,KICC PRAISE TABERNACLE,Charitable company,Registered,2014-07-30,,Submission Received,2023-07-01,2024-06-30,132464.0,90701.0,PRAYER CITY,BUCKMORE PARK,MAIDSTONE ROAD,CHATHAM,KENT,ME5 9QG,02085250000,admin@KICC.org.uk,www.kicc.org.uk,09080071,false,false,false,,false,false,,Advancement of the Christian religion.  The furtherance of the charitable work of the charity by the advancement of such other charitable purposes as the Trustees shall from time to time decide.,true,false
