organisation_number,registered_charity_number,charity_name,charity_type,charity_activities,charity_registration_status,charity_reporting_status,charity_is_cio,date_of_registration,charity_contact_address1,charity_contact_address2,charity_contact_address3,charity_contact_address4,charity_contact_address5,charity_contact_web,charity_contact_phone,charity_contact_email,charity_contact_postcode,latest_income,latest_expenditure,latest_acc_fin_period_start_date,latest_acc_fin_period_end_date,charity_gift_aid,charity_previously_excepted,charity_company_registration_number,charity_is_cdf_or_cif,charity_has_land,linked_charity_number,date_of_extract
4017427,1112523,GRAVESEND AND DISTRICT THEATRE GUILD,Charitable company,"The production and performance of plays, musicals and choral works",Registered,Submission Received,false,2005-12-15T00:00:00,Gravesend & District Theatre Guild,Vale Road,Northfleet,GRAVESEND,Kent,www.gravesendtheatreguild.org,01474 534885,secretary@gravesendtheatreguild.org,DA11 8BZ,65782.0,51331.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,05407741,,true,0,2026-06-05T00:00:00
4017461,1110639,KENT MUSIC,Charitable company,"Kent Music is the lead partner for the music education hub for Kent. We provide instrumental & vocal tuition, ensembles, choirs and groups for children, young people & adults, bespoke support to schools, a financial assistance scheme to support children & young people on low incomes and a musical instrument service.",Registered,Submission Received,false,2005-07-29T00:00:00,Kent Music,Unit 25-26,Creative Enterprise Quarter,Javelin Way,ASHFORD,www.kent-music.com,01622691212,rroberts@kent-music.com,TN24 8FN,4773501.0,3225666.0,2023-09-01T00:00:00,2024-08-31T00:00:00,true,false,05464855,,true,0,2026-06-05T00:00:00
4017615,1113164,OAK LODGE FRIENDS OF THE SCHOOL ASSOCIATION,Other,The activities of the charity mainly consist of holding fund raising events within the school and donating funds to the school.,Registered,Submission Received,false,2006-03-06T00:00:00,Oak Lodge Primary School,Chamberlain Crescent,WEST WICKHAM,,,www.oaklodge.bromley.sch.uk,02088196996,oaklodgefsa@gmail.com,BR4 0LJ,37260.0,60014.0,2024-09-01T00:00:00,2025-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4017617,1111144,THE YIRGAALEM APPEAL TRUST,Trust,"To relieve the poverty in the Sidamo region of Southern Ethiopia by ensuring that as many children receive an education by funding the building of, and the maintenance of a school in the town of Yirgaalem. The trust  supports the school by funding equipment The trust works with youth groups in the region to support many homeless children by providing shelter, adult support , food and education.",Registered,Submission Received,false,2005-09-01T00:00:00,LONE COTTAGE,LOWER ROAD,EAST FARLEIGH,MAIDSTONE,,www.yirgaalemappealtrust.org,07768352414,glyn.charlton1@gmail.com,ME15 0EU,0.0,144.0,2024-07-01T00:00:00,2025-06-30T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4017747,1111536,ABACUS NURSERY AND CHILDCARE LIMITED,Charitable company,"The charity provides high quality education and childcare.  Abacus operates a term time nursery for 2 to 4 year olds, alongside Breakfast and After School Clubs for 2 to 11 year olds.  As recognised by our Ofsted classification and award of the Kent Early Years Quality mark, Abacus is committed to supporting individual children and their families.",Registered,Submission Received Late,false,2005-10-03T00:00:00,Abacus Nursery,Craythorne Lane,NEW ROMNEY,,,"",01797369287,"",TN28 8BL,378645.0,343914.0,2023-09-01T00:00:00,2024-08-31T00:00:00,false,false,05477383,,true,0,2026-06-05T00:00:00
4017760,1111727,UPLAND PRIMARY PARENTS ASSOCIATION (BEXLEYHEATH),Other,Aims to raise funds for the school in order to provide items that cannot be purchased by the local authority.,Registered,Submission Received,false,2005-10-18T00:00:00,127 Burroughs Drive,DARTFORD,,,,http://www.lgfl.net/lgfl/leas/bexley/schools/upland-prim/web/parents_association/pa_home/,02083040802,pa.upland-prim.bexley@lgfl.net,DA1 5TW,25502.0,14354.0,2024-08-01T00:00:00,2025-07-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4017790,1111274,WILLIAM RECORD CHARITABLE TRUST,Other,Makes donations to charitable institutions.,Registered,Submission Received,false,2005-09-13T00:00:00,MCCABE FORD WILLIAMS,CHARLTON HOUSE,DOUR STREET,DOVER,,,01304204006,,CT16 1BL,0.0,12297.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4017791,1111273,LIGHT FROM AFRICA,Charitable company,Raise funds to support disadvantaged children in the Western Cape region of South Africa and provide financial support to facilitate disadvantaged children to experience therapy through art.,Registered,Submission Received,false,2005-09-13T00:00:00,MCCABE FORD WILLIAMS,CHARLTON HOUSE,DOUR STREET,DOVER,,mfw.co.uk,01304204006,dave.king@mfw.co.uk,CT16 1BL,51699.0,51049.0,2024-03-01T00:00:00,2025-02-28T00:00:00,true,false,05360139,,false,0,2026-06-05T00:00:00
4018009,1112637,WOODSHED THEATRE COMPANY,Other,"Charity?s Objectives: To advance education in the arts of theatre and performance in particular but not exclusively through the provision of workshops principally for the benefit of children and young person?s including (but not limited to) those who require help with mobility, communication, behaviour or self help skills or with social development.",Registered,Submission Received,false,2006-01-05T00:00:00,278 Singlewell Road,Gravesend,,,,www.woodshedtheatrecompany.co.uk,07980535269,woodshedtc@aol.co.uk,DA11 7RE,2405.0,4086.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4018144,1112880,PLATEAU STATE COMMUNITY  OF UNITED KINGDOM,Other,"ASSISTING PLATEAU STATE COMMUNITIES WITH HEALTH AND OR MEDICAL EQUIPMENTS. PROVISION OF MEDICAL EQUIPMENTS TO HOSPITALS AND HEALTH CENTRES IN PLATEAU STATE. PURCHASE AND DISTRIBUTION OF EDUCATIONAL MATERIALS SUCH AS TEXTBOOKS, COMPUTERS AND OTHER EDUCATIONAL AIDS TO SECONDARY SCHOOLS IN THE STATE. THE PURCHASE AND DISRIBUTION OF RELIEF MATRIALS TO VICTIMS OF DISASTER IN THE STATE.",Registered,Submission Received,false,2006-01-31T00:00:00,38 West Street,ERITH,Kent,,,psacom.org.uk,01322446053,halelongpet@btinternet.com,DA8 1AF,2610.0,112.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4018159,1111039,CAF GLOBAL TRUSTEES,Charitable company,Acts as Corporate Trustee to a number of Charitable Foundations,Registered,Submission Received,false,2005-08-25T00:00:00,25 KINGS HILL AVENUE,KINGS HILL,WEST MALLING,KENT,,www.cafonline.org,03000123088,companysecretary@cafonline.org,ME19 4TA,0.0,0.0,2024-05-01T00:00:00,2025-04-30T00:00:00,false,false,05465371,,false,0,2026-06-05T00:00:00
4018207,1113441,BURMARSH CHILDREN'S FUND,Charitable company,"Burmarsh Children's Fund installed and now manages a playground at the centre of our rural community.  Our aim is to provide a safe, well maintained playground for the use of the whole community, and to encourage community involvement in fundraising to support the playground.",Registered,Submission Double Default,false,2006-03-27T00:00:00,Metcalfe & Sharp Ltd,New Hall,New Hall Close,Dymchurch,ROMNEY MARSH,,01303311300,burmarshchildrensfund@outlook.com,TN29 0LE,578.0,1548.0,2021-01-01T00:00:00,2021-12-31T00:00:00,false,false,05351774,,true,0,2026-06-05T00:00:00
4018208,1112832,TURN AROUND,Other,To offer the means of self improvement to all and encourage the provision of the means of self improvement.,Registered,Submission Received,false,2006-01-25T00:00:00,25 High Street,St. Mary Cray,Orpington,,,www.turnaroundcharity.org.uk,07794385553,info@turnaroundcharity.org.uk,BR5 3NL,26406.0,31657.0,2024-10-01T00:00:00,2025-09-30T00:00:00,true,false,,,true,0,2026-06-05T00:00:00
4018317,1112574,NSUMBI TRUST,Trust,"To advance education, preserve and protect the good health and relieve financial hardship of children, young people and families living in Kampala, Uganda and the surrounding area, in such ways as the trustees shall see fit.Working in partnership with the Stephen Jota Children's Centre to help support families devastated by poverty and illness.",Registered,Submission Received,false,2005-12-21T00:00:00,PO BOX 174,SEVENOAKS,KENT,,,www.nsumbi.org,01689851924,info@nsumbi.org,TN13 9AS,76479.0,73548.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
4018326,1111912,SUPPORT THROUGH ART 2005,Trust,"The trust art class helps people in the community - relaxation, mental wellbeing and rewarding activity; supporting activities that promote and encourage an interest in art and conservation. The trust also acts as a conduit for financial support to a charitable NGO in Rep of Moldova working to relieve poverty and hardship and help protect children at risk and conservation in their community.",Registered,Submission Received,false,2005-11-02T00:00:00,3 Station Cottages,Selling,Faversham,,,,01227752209,perrywoodpaul2010@btinternet.com,ME13 9PW,15361.0,17251.0,2024-07-01T00:00:00,2025-06-30T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
4018380,1111351,SPINNAKER TRUST LIMITED,Charitable company,"The primary aims of the charity are to support and resource teachers by leading assemblies and lessons, and by providing opportunities for children to engage with Christianity.  We aim to equip churches to bridge the gap between themselves and their wider community, by establishing links with local primary schools.",Registered,Submission Received,false,2005-09-16T00:00:00,The Office,Christ Church Chislehurst,40 Lubbock Road,Chislehurst,Kent,www.spinnaker.org.uk,02037648503,spinnaker@spinnaker.org.uk,BR7 5JJ,173552.0,148710.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,05503977,,false,0,2026-06-05T00:00:00
4018604,1122295,CRIBS CHARITABLE TRUST,Charitable company,"CRiBS helps schools foster positive spiritual, moral, social, cultural values. We do this by delivering creative Personal, Social, Health Education (PSHE) lessons, Religious Education (RE) lessons, seasonal (Christmas and Easter) plays, small group sessions for struggling pupils, supporting secondary school Christian Unions and mentoring.",Registered,Submission Received,false,2008-01-14T00:00:00,CRIBS OFFICE,St. Columbas Catholic Boys School,Halcot Avenue,BEXLEYHEATH,,www.cribsonline.org,01322520820,info@cribsonline.org,DA6 7QB,233711.0,257641.0,2024-04-06T00:00:00,2025-04-05T00:00:00,true,false,05947379,,false,0,2026-06-05T00:00:00
4018926,1111800,KENT COAST VOLUNTEERING LTD,Charitable company,"The Objects of the Charity are to promote any charitable purpose for the benefit of the community in the area of benefit by associating together volunteers and organisations in a common effort to advance education, social and welfare services, and similar charitable activities among those classes in need thereof and for this purpose but not otherwise the Charity shall have the following powers: -",Registered,Submission Received,false,2005-10-24T00:00:00,Kent Coast Volunteering,3 Park Street,DEAL,Kent,,www.kcv.org.uk,01304367898,emma.cooney@kcv.org.uk,CT14 6AG,284602.0,380610.0,2024-10-01T00:00:00,2025-09-30T00:00:00,false,false,05392093,,false,0,2026-06-05T00:00:00
4018948,1112158,NASRUL-LAHI-IL-FATIH SOCIETY OF NIGERIA UNITED KINGDOM & IRELAND,Other,"To advance the Islamic faith in accordance to the statement of faith (the noble Quran) particularly by providing Mosques, libraries, hospitals, educational institutes disseminating, publications and translating the noble Quran into different languages.Promoting religious harmony. The relief of financial hardship, sickness and distress.",Registered,Submission Received,false,2005-11-18T00:00:00,Nasfat Islamic Community Centre,St. Ronans View,,DARTFORD,,nasfat.org.uk,07886474973,info@nasfat.org.uk,DA1 1AE,136427.0,113647.0,2024-12-01T00:00:00,2025-11-30T00:00:00,true,false,05297454,,true,0,2026-06-05T00:00:00
4019001,1113394,THE WANDA AND JANUSZ PRAWDZIC-SZLASKI TRUST,Trust,"The advancement of education particulary in the areas of Polish culture and society, of polish students by the provision of financial support as determined by the Trustees in their absolute discretion. To promote the undertaking of research into the area of polish culture. The relief of Polish people in the UK and throughout the world who are in conditions of need, hardship or distress.",Registered,Submission Received,false,2006-03-22T00:00:00,56 HARWOOD AVENUE,BROMLEY,,,,,07710525672,janusz@sikorasikorski.com,BR1 3DU,0.0,7861.0,2024-04-06T00:00:00,2025-04-05T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4019009,1112742,ST MICHAEL'S PRIMARY SCHOOL WITHYHAM PARENTS ASSOCIATION,Other,The sole purpose of this charity is to raise funds to provide enhanced benefits and welfare for the pupils of St Michaels Primary School Withyham.,Registered,Submission Received,false,2006-01-17T00:00:00,St. Michaels Cp School,Station Road,Withyham,Hartfield,,www.st-michaels.e-sussex.sch.uk,01892770307,office@st-michaels.e-sussex.sch.uk,TN7 4BP,8860.0,6063.0,2024-09-01T00:00:00,2025-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4019038,1111688,CROCKENHILL SCHOOL PARENTS ASSOCIATION,Other,ASSOCIATION RUN BY THE PARENTS OF CROCKENHILL SCHOOL TO RAISE FUNDS TO PURCHASE EDUCATIONAL REQUIREMENTS FOR THE SCHOOL,Registered,Submission Received,false,2005-10-14T00:00:00,Crockenhill Primary School,The Green,Crockenhill,Swanley,Kent,http://www.crockenhill.kent.sch.uk/pta.asp, 03000658300,parent.association@crockenhill.kent.sch.uk,BR8 8JG,9416.0,3758.0,2023-09-01T00:00:00,2024-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4019140,1111811,BRIGHTON AND HOVE ESTATES CONSERVATION TRUST,Charitable company,Other Business Activities,Registered,Submission Received Late,false,2005-10-25T00:00:00,Cripps Llp,22 Mount Ephraim,TUNBRIDGE WELLS,,,,01892506292,peter.scott@cripps.co.uk,TN4 8AS,150172.0,155120.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,05554194,,false,0,2026-06-05T00:00:00
4019341,1112623,THE PICKERING CANCER DROP-IN CENTRE,Charitable company,"We support anyone affected by cancer, be they patients, their partners, children, friends or carers, in a safe, relaxing, friendly environment where mutual support and information can be found.We offer a range of complementary therapies.All our services are provided free of charge.",Registered,Submission Received,false,2006-01-04T00:00:00,27 Monson Road,Tunbridge Wells,,Kent,,www.pickeringcancercentre.org.uk,01892 511880,info@pickeringcancercentre.org.uk,TN1 1LS,136799.0,123621.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,05568506,,true,0,2026-06-05T00:00:00
4019363,1112117,BROMLEY SYMPHONY ORCHESTRA,Other,"Amateur symphony orchestra based in Bromley, Kent and serving Bromley and surrounding areas. Four public concerts are given each year. In some years there is an additional ""day workshop"" culminating in a public performance of a challenging work. See our website for details.",Registered,Submission Double Default,false,2005-11-17T00:00:00,37 Clock House Road,BECKENHAM,Kent,,,www.bromleysymphony.org,02036272974,chair@bromleysymphony.org,BR3 4JS,38433.0,34170.0,2024-07-01T00:00:00,2025-06-30T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
4019537,1112590,CANTERBURY CATHEDRAL TRUST FUND,Charitable company,"The Trust supports the priorities of Canterbury Cathedral, and raises awareness of the site and its significance, its heritage value and its activities. The charity raises funds to: conserve the building and its collections; enhance access and interpretation; develop the site as a centre for learning; promote the choral music tradition; and create sustainable opportunities for craftsmen and women.",Registered,Submission Received,false,2005-12-22T00:00:00,CANTERBURY CATHEDRAL TRUST,8 The Precincts,CANTERBURY,,,www.canterbury-cathedral.org,01227865307,info@canterburycathedraltrust.org,CT1 2EE,429718.0,709681.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,05588837,,false,0,2026-06-05T00:00:00
4019567,1112175,THE OWL PRE-SCHOOL,Charitable company,Pre-school,Registered,Submission Received,false,2005-11-21T00:00:00,SHEARS GREEN INFANT SCHOOL,PACKHAM ROAD,NORTHFLEET,GRAVESEND,,www.owlpreschoool.co.uk,01474331777,OFFICE@OWLPRESCHOOL.ORG.UK,DA11 7JF,189947.0,181777.0,2024-08-01T00:00:00,2025-07-31T00:00:00,true,false,05537796,,true,0,2026-06-05T00:00:00
4019622,1112210,FRIENDS OF GREENACRE SCHOOL,Other,Raise money for Greenacre school and the local community.,Registered,Submission Received,false,2005-11-22T00:00:00,Greenacre School,157 Walderslade Road,Chatham,,,,01634861593,bailc197@sflt.org.uk,ME5 0LP,426.0,2179.0,2023-09-01T00:00:00,2024-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4019627,1112505,THAMES AND MEDWAY CANAL ASSOCIATION LIMITED,Charitable company,Campaigns for the restoration of the Thames and Medway Canal which runs between Gravesend and Higham in north west Kent. A lobbying group which promotes the future use of the canal as a amenity for the general public.,Registered,Submission Received,false,2005-12-13T00:00:00,74a Pine Avenue,Gravesend,,,,www.thamesmedway.co.uk,01474 743334,chairman@thamesmedway.co.uk,DA12 1QZ,1756.0,3975.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,05363909,,false,0,2026-06-05T00:00:00
4019856,1114115,SALEHURST SCHOOL ASSOCIATION,Other,"Fund raising and social activities to raise money for furthering our children's education. Examples include school fete, quiz and bingo evenings, and social activities at school for Easter and Christmas",Registered,Submission Received,false,2006-05-09T00:00:00,Salehurst C of E Primary School,George Hill,ROBERTSBRIDGE,,,,01580880288,salehurstoffice@thebridgefederation.org,TN32 5BU,7165.0,6650.0,2024-09-01T00:00:00,2025-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4019869,1113437,OPERA DE BAUGE,Other,producing 3 operas with young singers,Registered,Submission Received,false,2006-03-27T00:00:00,West Lawn,Lydd Road,NEW ROMNEY,Kent,,"",07713241505,bernadette_g@hotmail.com,TN28 8DH,24586.0,27327.0,2024-01-01T00:00:00,2024-12-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
4019996,1112392,COXHEATH PRIMARY SCHOOL PTFA,Other,"Parent, Teacher & Friends Association to raise funds for the school.and provine new equipment",Registered,Submission Received,false,2005-12-05T00:00:00,Coxheath Primary School,Stockett Lane,Coxheath,MAIDSTONE,Kent,,07725463250,coxheathptfa@gmail.com,ME17 4PS,42.0,17067.0,2024-08-01T00:00:00,2025-07-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4020143,1113056,THE RAINBOW APPEAL COMMITTEE,Other,"We are a committee which organises fund-raising events to make grants to the Parochial Church Council of All Saints, Chillenden, Kent for the primary purpose of assisting the funding of capital works at the church or village hall.",Registered,Submission Received,false,2006-02-22T00:00:00,SOUTH BARN,CHILLENDEN COURT,CHILLENDEN,CANTERBURY,,www.chillenden.org.uk,01304842804,rainbowappeal@chillenden.org.uk,CT3 1PS,3832.0,2384.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4020245,1122036,BEAVER COMMUNITY TRUST LTD,Charitable company,To enhance the development and education of children under statutory school age by encouraging parents to understand and provide for the needs of their children through community groups and registered settings.,Registered,Submission Received,false,2007-12-18T00:00:00,THE WILLOW CENTRE,BROOKFIELD ROAD,ASHFORD,,,http://www.beavercommunitytrust.org.uk/,03000412950,sheila.tong@kent.gov.uk,TN23 4EY,632793.0,637848.0,2024-09-01T00:00:00,2025-08-31T00:00:00,false,false,04603405,,true,0,2026-06-05T00:00:00
4020298,1115245,CHRIST CHURCH VOLUNTARY SERVICE,Other,"To provide support and services for the elderly and bereaved in Westgate, Westbrook and Birchington geographical areas particularly in the following ways: -. Transport by way of a car, including transport to doctors' surgeries and to hospital appointments.. Provision of food and social support.. Care support to those in need.. Provide Minibus transport to our Church and Voluntary services",Registered,Submission Received,false,2006-07-12T00:00:00,Christ Church URC,54 Westgate Bay Avenue,WESTGATE-ON-SEA,Kent,,,01843639343,,CT8 8SN,7937.0,7570.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4020408,1114877,CHILDREN OF DEAF PARENTS UK,Other,"Our aim is to provide a supportive environment for deaf parents with deaf and/or hearing children. By offering a feeling of 'I am not alone', we organise events in the England targeted at children of primary school age. We are considering new ideas involving older children.",Registered,Submission Received,false,2006-06-27T00:00:00,102 Towncourt Lane,Petts Wood,ORPINGTON,Kent,,"",07929023218,codpuk@gmail.com,BR5 1EJ,8556.0,1143.0,2025-01-01T00:00:00,2025-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4020549,1115199,CHRISTIAN LIFESTYLE MINISTRIES,Trust,REGULAR WORSHIP SERVICES.HOLDING EVANGELISTIC OUTREACHES IN THE COMMUNITY,Registered,Submission Received,false,2006-07-11T00:00:00,87 IMPERIAL WAY,ASHFORD,,,,,01233664723,clm707@hotmail.com,TN23 5HT,178758.0,164112.0,2024-04-01T00:00:00,2025-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
4020561,1115688,THE REHOBOTH NETWORK,Trust,"THE HOLDING OF REGULAR MEETINGS TO TEACH, EQUIP AND EMPOWER INDIVIDUALS ON THE PRINCIPLES OF THE CHRISTIAN FAITH",Registered,Submission Received,false,2006-08-04T00:00:00,169 Victoria Street,GILLINGHAM,Kent,,,www.thebreakthroughfamily.com,00447702871724,hblessedman@yahoo.com,ME7 1EJ,17615.0,17867.0,2024-05-02T00:00:00,2025-05-01T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4020633,1113642,Sevenoaks Sea Cadets - Unit 631,Other,Sea Cadet unit.,Registered,Submission Received,false,2006-04-06T00:00:00,Chipstead Sailing Club,Chevening Road,Chipstead,SEVENOAKS,Kent,http://www.sea-cadets.org/sevenoaks/home.aspx,07946301072,info@sevenoaksscc.co.uk,TN13 2SD,11707.0,17616.0,2024-04-01T00:00:00,2025-03-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4020787,1113105,MERRY GO ROUND PRE SCHOOL SANDWICH,Other,Under 5's Pre-school learning centre,Registered,Submission Received Late,false,2006-02-28T00:00:00,MERRY GO ROUND,JUBILEE ROAD,SANDWICH,,,,01304614425,merry_go_round@hotmail.co.uk,CT13 0QP,125206.0,92819.0,2023-09-01T00:00:00,2024-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4020796,1113765,FARNINGHAM AND EYNSFORD LOCAL HISTORY SOCIETY,Charitable company,"An archive and resource for education & studies in Local History of Eynsford, Farningham & Crockenhill in Sevenoaks District, Kent (which was part of the old Dartford Rural District pre-1974).",Registered,Submission Received,false,2006-04-13T00:00:00,10 School Cottages,Church Road,Crockenhill,SWANLEY,,www.felhs.org.uk,01322666176,mullen134@btinternet.com,BR8 8JY,2473.0,4379.0,2023-12-01T00:00:00,2024-11-30T00:00:00,false,false,05620267,,true,0,2026-06-05T00:00:00
4020810,1112763,LOOP DANCE COMPANY,Charitable company,"Loop Dance Company's founding vision is to 'loop' together contemporary dance training, performance, participation and appreciation.  Current activities include Loop's touring programme and the LoopEd outreach programme; Dance & disability, Dance & Curriculum projects in schools and Dance & Health projects for the community as well as the Dance Artist Support Programme for recent dance graduates.",Registered,Submission Overdue,false,2006-01-19T00:00:00,The Brook Theatre,Old Town Hall,The Brook,Chatham,,www.loopdancecompany.co.uk,01634831531,looped@loopdancecompany.co.uk,ME4 4SE,23702.0,21373.0,2023-08-01T00:00:00,2024-07-31T00:00:00,false,false,04847257,,true,0,2026-06-05T00:00:00
4020841,1117731,KENT MUSLIM WELFARE ASSOCIATION LIMITED,Charitable company,"The KMWA has become a source of support and knowledge to its diverse Muslim community, as well as an enriching initiative to help serve the wider host community and strenghten community cohesion.",Registered,Submission Overdue,false,2007-01-29T00:00:00,114 Canterbury Street,GILLINGHAM,Kent,,,www.kmwa.org.uk,01634850878,info@kmwa.org.uk,ME7 5UH,443191.0,69990.0,2023-04-01T00:00:00,2024-03-31T00:00:00,true,false,04324371,,true,0,2026-06-05T00:00:00
4020881,1112745,ST TERESA'S RC PRIMARY SCHOOL PARENT TEACHER ASSOCIATION,Other,Fundraising to provide additional resources and equipment to St Teresa's Primary School.,Registered,Submission Received,false,2006-01-17T00:00:00,41 Upper Queens Road,ASHFORD,Kent,,,,07412978207,clairerberry@gmail.com,TN24 8HL,7208.0,6192.0,2024-08-01T00:00:00,2025-07-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4020891,1114525,THE MARY DOLLY FOUNDATION,Charitable company,"Provide suppport, counselling and therapeutic activites to children, the elderly,families and other persons",Registered,Submission Received,false,2006-06-03T00:00:00,84 COLLEGE ROAD,BROMLEY,,,,www.marydollyfoundation.org.uk,02083150595,info@marydollyfoundation.org.uk,BR1 3PE,294766.0,271973.0,2025-01-01T00:00:00,2025-12-31T00:00:00,true,false,05544581,,false,0,2026-06-05T00:00:00
4020897,1115516,THE PTA OF PARISH C OF E PRIMARY SCHOOL,Other,"Activities for children at the school, and their parents and guardians, as well as fund-raising to benefit the children.",Registered,Submission Received Late,false,2006-07-24T00:00:00,PARISH C OF E PRIMARY SCHOOL,LONDON LANE,BROMLEY,,,www.parishceschool.com,02084607336,friendsofparishschool@yahoo.com,BR1 4HF,34340.0,13518.0,2023-09-01T00:00:00,2024-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4021273,1112946,REDEEMED CHRISTIAN CHURCH OF GOD RCCG PENTECOST HOUSE,Trust,Teaching Preaching the Gospel of our Lord Jesus ChristMentoring the youth in the communityMinistry to family carers in the communityPrviding free tuition to the youth in the community,Registered,Submission Received,false,2006-02-07T00:00:00,360 SHROFFOLD ROAD,BROMLEY,,,,,02086987911,adeyemo70@googlemail.com,BR1 5JE,3413.0,1033.0,2024-01-01T00:00:00,2024-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4021405,1122516,REVIVAL BEGINS AT HOME,Other,"Marriage & Family counselling; seminars, forums, discussion groups, through the use of teaching aids (books, guides, leaflets,Family Development and Vocational Training for the Youth..",Registered,Submission Received,false,2008-01-30T00:00:00,9 Abbey Road,Strood,ROCHESTER,,,,01634730511,rbhomes2001@yahoo.com,ME2 3QA,300.0,540.0,2025-01-01T00:00:00,2025-12-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4021425,1113147,WORD OF TRUTH MINISTRIES INTERNATIONAL,Trust,"Teaching and training in the UK and overseas in colleges, church services and seminars.Sponsoring a student from overseas for training and education in the UKGifts to other charitable organisations for the relief of poverty.",Registered,Submission Double Default,false,2006-03-03T00:00:00,45 Prospect Row,CHATHAM,Kent,,,,07864932311,Chris@gateway-church.org.uk,ME4 5QZ,5551.0,1436.0,2020-04-01T00:00:00,2021-03-31T00:00:00,true,false,,,false,0,2026-06-05T00:00:00
4021456,1121807,FRIENDS OF UNICORN PRIMARY SCHOOL,Other,"Fundraising to advance the education of the pupils at Unicorn Primary School by developing effective relationships, engaging in activities which raise funds for providing facilities, equipment and resources which support the school.",Registered,Submission Received,false,2007-12-04T00:00:00,Friends of Unicorn (FUN),Creswell Drive,BECKENHAM,Kent,,http://www.unicorn.bromley.sch.uk/Friends-Of-Unicorn/,07989228445,friends.of.unicorn.primary@gmail.com,BR3 3AL,51497.0,41746.0,2023-09-01T00:00:00,2024-08-31T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4021479,1113012,BEXLEY AFRICAN-CARIBBEAN COMMUNITY ASSOCIATION,Other,"The Association's work is to improve the quality of the life experience of the Afro-Caribbean community of Bexley LB and other LBs. Its main objects are the  relief of  poverty, the advancement of adult education, and the planning of good  leisure and rewarding social experiences, for all. It seeks to make its members aware of the needy third world and the power to help, which they hold.",Registered,Submission Received,false,2006-02-16T00:00:00,C/O  9 BOEVEY  PATH,BELVEDERE,,,,www.baccatoday.com,07951335977,baccaforum@yahoo.co.uk,DA17 5RA,0.0,598.0,2023-12-01T00:00:00,2024-11-30T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
4021618,1116856,THE CANTERBURY EDUCATIONAL HARDSHIP FUND,Other,"Relief of hardship and promotion of education amoung young persons living within the present administrative area of Canterbury City Council who by reason of infirmity, disablement, poverty or social or economic circumstances have need of assistance.",Registered,Submission Received,false,2006-11-17T00:00:00,MHA MacIntyre Hudson,Victoria Court,17-21 Ashford Road,MAIDSTONE,Kent,,03330100227,,ME14 5DA,20000.0,12486.0,2024-04-06T00:00:00,2025-04-05T00:00:00,false,false,,,false,0,2026-06-05T00:00:00
